ST_CASE,WEATHERNAME
50028,Clear
50029,Clear
50030,Clear
50031,Clear
50032,Cloudy
50033,Clear
50034,Cloudy
50035,Rain
50036,Rain
50037,Clear
50038,"Fog, Smog, Smoke"
50039,Rain
50040,Clear
50041,Cloudy
50042,Rain
50043,Clear
50044,Rain
50045,Clear
50046,Rain
50047,Clear
50048,Clear
50049,Clear
50050,Clear
50051,Clear
50054,Clear
50056,Clear
50057,Clear
50058,Clear
50059,Clear
50060,Clear
50061,Clear
50062,Clear
50063,Clear
50064,Clear
50065,Clear
50066,Clear
50067,Rain
50068,Clear
50069,Clear
50070,Clear
50071,Clear
50072,Clear
50073,Clear
50074,Clear
50075,Clear
50076,Clear
50077,Clear
50078,Cloudy
50079,Clear
50081,Clear
50082,Clear
50083,Rain
50084,Clear
50085,Rain
50086,Clear
50087,Clear
50088,Clear
50089,Rain
50090,Clear
50091,Clear
50092,Clear
50093,Cloudy
50094,Clear
50095,Cloudy
50096,Cloudy
50097,Clear
50098,Rain
50099,Clear
50101,Clear
50103,Cloudy
50104,Clear
50105,Clear
50106,Clear
50107,Rain
50108,Cloudy
50109,Rain
50110,Clear
50111,Rain
50112,Clear
50113,Clear
50114,Clear
50115,Clear
50116,Clear
50117,Clear
50119,Clear
50120,Rain
50121,Clear
50123,Clear
50124,Clear
50125,Clear
50126,Clear
50127,Cloudy
50128,Clear
50129,Clear
50130,Rain
50131,Clear
50132,Cloudy
50133,Rain
50134,Clear
50135,Clear
50136,Clear
50137,Clear
50138,Clear
50139,Clear
50140,Clear
50141,Clear
50142,Clear
50143,Clear
50144,Clear
50145,Clear
50147,Rain
50148,Clear
50149,Clear
50150,Clear
50151,Clear
50152,Clear
50153,Clear
50154,Clear
50156,Clear
50157,Clear
50158,Clear
50159,Clear
50160,Clear
50161,Rain
50162,Clear
50163,Rain
50164,Clear
50166,Cloudy
50167,Cloudy
50168,Clear
50169,Cloudy
50170,Clear
50171,Clear
50172,Clear
50173,Cloudy
50174,Clear
50175,Clear
50176,Clear
50178,Rain
50179,Clear
50180,Cloudy
50181,Clear
50184,Clear
50185,Rain
50186,Clear
50187,Clear
50188,Cloudy
50190,Clear
50191,Clear
50192,Clear
50193,Clear
50194,Clear
50195,Clear
50196,Clear
50197,Clear
50198,Cloudy
50199,Clear
50201,Clear
50202,Clear
50203,Clear
50204,Cloudy
50205,Clear
50206,Clear
50207,Rain
50208,Clear
50209,Clear
50211,Cloudy
50212,Clear
50213,Clear
50214,Clear
50215,Clear
50216,Clear
50217,Rain
50218,Clear
50219,Clear
50221,Clear
50223,Clear
50225,Clear
50226,Clear
50227,Clear
50228,Clear
50229,Clear
50230,Clear
50232,Clear
50233,Clear
50234,Cloudy
50235,Clear
50236,Clear
50237,Clear
50238,Clear
50240,Clear
50241,Clear
50242,Clear
50243,Clear
50244,Clear
50245,Clear
50246,Clear
50247,Clear
50248,"Fog, Smog, Smoke"
50249,Clear
50250,Clear
50251,Clear
50252,Clear
50253,Clear
50254,Clear
50255,Cloudy
50256,Clear
50257,Clear
50258,Clear
50259,Clear
50260,Clear
50261,Clear
50262,Clear
50263,Cloudy
50264,Clear
50265,Clear
50266,Clear
50267,"Fog, Smog, Smoke"
50268,Clear
50269,Clear
50270,Clear
50271,Clear
50272,Clear
50273,Clear
50274,Clear
50275,Rain
50276,Clear
50277,Clear
50278,Cloudy
50279,Clear
50281,Clear
50282,Clear
50283,Cloudy
50284,Clear
50285,Clear
50286,Clear
50287,Clear
50288,Cloudy
50289,Clear
50290,Rain
50291,Clear
50292,Clear
50293,Rain
50294,Clear
50296,Cloudy
50297,Clear
50298,Clear
50299,Clear
50300,Clear
50301,Rain
50302,Cloudy
50303,Clear
50304,Clear
50305,"Fog, Smog, Smoke"
50306,Clear
50307,Clear
50308,Clear
50309,Clear
50310,Clear
50311,Clear
50312,Clear
50313,Clear
50314,Clear
50315,Clear
50316,Clear
50317,Clear
50318,Clear
50319,Clear
50320,Clear
50321,Clear
50322,Clear
50323,Clear
50324,Clear
50325,Clear
50326,Clear
50327,Clear
50328,Clear
50329,Clear
50330,Clear
50331,Clear
50332,Clear
50333,Clear
50334,Clear
50335,Clear
50337,Clear
50338,Clear
50339,Clear
50340,Clear
50341,Clear
50342,Clear
50343,Clear
50344,Clear
50345,Clear
50346,Cloudy
50347,Clear
50348,Clear
50350,Clear
50351,Clear
50352,Clear
50353,Clear
50354,Clear
50355,Clear
50356,Clear
50357,Clear
50358,Clear
50359,Clear
50360,Cloudy
50361,Clear
50362,Clear
50363,Clear
50364,Clear
50365,Cloudy
50366,Cloudy
50367,Clear
50368,Clear
50369,Cloudy
50370,Cloudy
50371,Clear
50372,Clear
50373,Clear
50374,Clear
50375,Rain
50376,Rain
50377,Clear
50378,Clear
50379,Clear
50380,Clear
50381,Other
50382,Cloudy
50383,Clear
50384,Clear
50385,Clear
50386,Clear
50387,Clear
50388,Rain
50389,Clear
50390,Cloudy
50391,Cloudy
50392,Clear
50393,Clear
50394,Cloudy
50395,Clear
50396,Clear
50397,Rain
50398,Clear
50399,Clear
50400,Clear
50401,Rain
50402,Rain
50403,Clear
50404,Clear
50405,Rain
50406,Rain
50408,Clear
50409,Clear
50410,Cloudy
50411,Clear
50412,Rain
50413,Clear
50414,Clear
50415,Cloudy
50416,Clear
50417,Clear
50418,Clear
50419,Clear
50420,Clear
50421,Clear
50422,Clear
50423,Clear
50424,Clear
50425,Clear
50426,Clear
50427,Clear
50428,Clear
50430,Clear
50431,Clear
50432,Rain
50434,Clear
50435,Rain
50436,Clear
50437,Clear
50438,Clear
50439,Clear
50440,Clear
50441,Rain
50442,Clear
50443,Clear
50444,Rain
50445,Clear
50446,Clear
50448,Rain
50449,Rain
50450,Clear
50451,Cloudy
50452,Rain
50453,Cloudy
50454,Clear
50455,Clear
50456,Clear
50457,Clear
50458,"Fog, Smog, Smoke"
50459,Clear
50460,Cloudy
50461,Cloudy
50462,Clear
50463,Clear
50464,Rain
50466,Clear
50467,Clear
50469,Clear
50470,Cloudy
50471,Clear
50472,Rain
50473,Clear
50474,Clear
50475,Clear
50476,Clear
50478,Rain
50479,Clear
50480,Clear
50481,Clear
50482,Clear
50483,"Fog, Smog, Smoke"
50484,Cloudy
50485,Clear
50486,Clear
50487,Clear
50488,"Fog, Smog, Smoke"
50489,Clear
50490,Clear
50491,Clear
50492,Cloudy
50493,Clear
50494,Clear
50495,Clear
50496,Clear
50497,Clear
50498,Clear
50500,Clear
50501,Clear
50502,Clear
50503,Clear
50504,Rain
50505,Clear
50506,Clear
50507,Clear
60001,Clear
60002,Clear
60003,Clear
60004,Clear
60005,Cloudy
60006,Cloudy
60007,Clear
60008,Clear
60009,Clear
60010,Clear
60011,Clear
60012,Clear
60013,Clear
60014,Clear
60015,Clear
60016,Clear
60017,Clear
60018,Cloudy
60019,Clear
60020,Clear
60021,Rain
60022,Clear
60023,Clear
60024,Cloudy
60025,Cloudy
60026,Rain
60027,Clear
60028,Clear
60029,Clear
60030,Clear
60031,Rain
60032,Clear
60033,Cloudy
60034,Clear
60035,Clear
60036,Cloudy
60037,Cloudy
60038,Clear
60039,Clear
60040,Clear
60041,Cloudy
60042,Clear
60043,Severe Crosswinds
60044,Clear
60045,Clear
60046,Clear
60047,Rain
60048,Cloudy
60049,Severe Crosswinds
60050,Clear
60051,Rain
60052,Cloudy
60053,Cloudy
60054,Clear
60055,Clear
60056,Cloudy
60057,Clear
60058,Cloudy
60059,Clear
60060,Rain
60061,Clear
60062,Snow
60063,Rain
60064,Clear
60065,Rain
60066,Clear
60067,Clear
60068,Cloudy
60069,Cloudy
60070,Clear
60071,Cloudy
60072,Cloudy
60073,Cloudy
60074,Clear
60075,Rain
60076,Clear
60077,Clear
60078,Rain
60079,Cloudy
60080,Cloudy
60081,Rain
60082,Clear
60083,Clear
60084,Rain
60085,Cloudy
60086,Rain
60087,Rain
60088,Clear
60089,Clear
60090,"Fog, Smog, Smoke"
60091,Clear
60092,Clear
60093,Rain
60094,Clear
60095,Clear
60097,Clear
60098,Clear
60099,Clear
60100,Clear
60101,Cloudy
60102,Clear
60103,Clear
60104,Clear
60105,Clear
60106,Rain
60107,Clear
60108,Rain
60109,Clear
60110,Cloudy
60111,Clear
60112,Cloudy
60114,Rain
60115,Clear
60116,Cloudy
60117,Clear
60118,Clear
60119,Clear
60120,Clear
60121,Clear
60122,Clear
60123,Rain
60124,Clear
60126,"Fog, Smog, Smoke"
60127,Clear
60128,Clear
60129,Rain
60130,Clear
60131,Cloudy
60132,Clear
60133,Cloudy
60134,Rain
60135,Clear
60136,Cloudy
60137,Clear
60138,Clear
60139,Clear
60140,"Fog, Smog, Smoke"
60141,Clear
60142,Clear
60143,Rain
60144,Clear
60145,Rain
60146,Clear
60147,Clear
60148,Clear
60149,Clear
60150,Rain
60151,Clear
60152,Snow
60153,Rain
60154,Rain
60155,Cloudy
60156,Rain
60157,Clear
60158,Cloudy
60159,Rain
60160,Clear
60161,Cloudy
60162,Clear
60163,Cloudy
60164,Clear
60165,Clear
60166,Clear
60167,Cloudy
60168,Clear
60169,Snow
60170,Clear
60171,Cloudy
60172,Cloudy
60173,Cloudy
60174,Clear
60175,Rain
60176,Clear
60177,Clear
60178,Rain
60179,Clear
60180,Clear
60181,Clear
60182,Clear
60183,Clear
60185,Clear
60186,Clear
60187,Clear
60188,Rain
60189,Clear
60190,Clear
60191,Cloudy
60192,Cloudy
60194,Clear
60195,Rain
60196,Clear
60197,Clear
60198,Clear
60199,Clear
60200,Clear
60201,Cloudy
60202,Cloudy
60203,Clear
60204,Cloudy
60205,Clear
60206,Cloudy
60207,Rain
60208,Rain
60209,Cloudy
60210,Clear
60211,Clear
60212,Cloudy
60213,Rain
60214,Clear
60215,Clear
60216,Clear
60217,Rain
60218,Clear
60219,Cloudy
60220,Severe Crosswinds
60221,Clear
60222,Clear
60223,Rain
60224,Clear
60225,Clear
60226,Cloudy
60227,Clear
60228,Clear
60229,Clear
60230,Clear
60231,Clear
60232,Clear
60233,Clear
60234,Clear
60235,Clear
60236,Clear
60237,Clear
60238,Cloudy
60239,Cloudy
60240,Clear
60241,Cloudy
60242,Clear
60243,Clear
60244,Cloudy
60245,Clear
60246,Clear
60247,Clear
60248,Clear
60249,Clear
60250,Clear
60251,Cloudy
60252,Rain
60253,Cloudy
60254,Cloudy
60255,Clear
60256,Clear
60257,Cloudy
60258,Clear
60259,Rain
60260,Clear
60261,Clear
60262,Clear
60263,Clear
60264,Cloudy
60265,Cloudy
60266,Clear
60267,Clear
60268,Clear
60269,Clear
60270,Clear
60271,Clear
60272,Cloudy
60273,Clear
60274,Cloudy
60275,Clear
60276,Clear
60277,Clear
60278,Clear
60279,Cloudy
60280,Rain
60281,Rain
60282,Cloudy
60283,Clear
60284,Clear
60285,Cloudy
60286,Clear
60287,Rain
60288,Clear
60289,Clear
60290,Clear
60291,Cloudy
60292,Clear
60293,Cloudy
60294,Clear
60295,Cloudy
60296,Clear
60297,Clear
60298,Clear
60299,Cloudy
60300,Rain
60301,Cloudy
60302,Rain
60303,Cloudy
60304,Cloudy
60305,Cloudy
60306,Clear
60307,Cloudy
60308,Clear
60309,Clear
60310,Clear
60311,Clear
60312,Clear
60313,Cloudy
60314,Clear
60315,Cloudy
60316,Clear
60317,Clear
60318,Rain
60319,Clear
60320,Cloudy
60321,Cloudy
60322,Rain
60323,Cloudy
60324,Cloudy
60325,Clear
60326,Clear
60327,Clear
60328,Clear
60329,Clear
60330,Clear
60331,Cloudy
60332,Clear
60333,Clear
60334,Clear
60335,Clear
60336,Rain
60337,Clear
60338,Clear
60339,Cloudy
60340,Clear
60341,Clear
60342,Cloudy
60343,Clear
60344,Clear
60345,Cloudy
60346,Clear
60347,Clear
60348,Rain
60349,Cloudy
60350,Clear
60351,Clear
60352,Clear
60353,Rain
60354,Clear
60355,Clear
60356,Rain
60357,Clear
60358,Clear
60359,Clear
60360,Clear
60361,Clear
60362,Clear
60363,Clear
60364,Clear
60365,Clear
60366,Cloudy
60367,Clear
60368,Clear
60369,Clear
60370,Cloudy
60371,Clear
60372,Cloudy
60373,Rain
60374,Clear
60375,Clear
60376,Clear
60377,Rain
60378,Cloudy
60379,Clear
60380,Clear
60381,Cloudy
60382,Clear
60383,Rain
60384,Clear
60385,Rain
60386,Clear
60387,Cloudy
60388,Clear
60389,Clear
60390,Clear
60391,Clear
60392,Clear
60393,Cloudy
60394,Cloudy
60395,Rain
60396,Clear
60397,Clear
60398,Clear
60399,Clear
60401,Snow
60402,Clear
60403,Clear
60404,Clear
60405,Clear
60406,Rain
60407,Cloudy
60408,Cloudy
60409,Clear
60410,Clear
60411,Clear
60412,Clear
60413,Clear
60414,Clear
60415,Rain
60416,Clear
60417,Cloudy
60418,Rain
60419,"Fog, Smog, Smoke"
60420,Cloudy
60421,Clear
60422,Clear
60423,Clear
60424,Clear
60425,Clear
60426,Clear
60427,Clear
60428,Clear
60429,Clear
60430,Clear
60431,Clear
60432,Clear
60433,Clear
60434,Clear
60435,Clear
60436,Cloudy
60437,Rain
60438,Clear
60439,Clear
60440,Cloudy
60441,Snow
60442,Clear
60443,Clear
60444,Cloudy
60445,Rain
60446,Cloudy
60447,"Fog, Smog, Smoke"
60448,Clear
60449,Rain
60450,Rain
60451,Clear
60452,Clear
60453,Cloudy
60454,Clear
60455,Cloudy
60456,Clear
60457,Cloudy
60458,Clear
60459,Clear
60460,Clear
60461,Clear
60462,Rain
60463,Clear
60464,Clear
60465,Rain
60466,Cloudy
60467,Cloudy
60468,Clear
60469,Clear
60470,Clear
60471,Clear
60472,Rain
60473,Clear
60474,Clear
60475,Cloudy
60476,Rain
60477,Clear
60478,Clear
60479,Clear
60480,Cloudy
60481,Clear
60482,Clear
60483,Clear
60484,Clear
60485,Clear
60486,Clear
60487,Clear
60488,Clear
60489,Rain
60490,Cloudy
60491,Cloudy
60492,Rain
60493,Clear
60494,Clear
60495,Clear
60496,Clear
60497,Clear
60498,Cloudy
60499,Clear
60500,Clear
60501,Clear
60502,Rain
60503,Clear
60504,Clear
60505,Clear
60506,Clear
60507,Clear
60508,Cloudy
60509,Clear
60510,Rain
60511,Clear
60512,Cloudy
60513,Clear
60514,Clear
60515,Clear
60516,Clear
60517,Clear
60518,Clear
60519,Clear
60521,Clear
60522,Clear
60524,Clear
60525,Clear
60526,Rain
60527,Clear
60528,Cloudy
60529,Clear
60530,Clear
60531,Clear
60532,Clear
60533,Clear
60534,Clear
60535,Cloudy
60536,Clear
60537,Clear
60538,Clear
60539,Clear
60540,Clear
60541,Clear
60542,Cloudy
60543,Clear
60544,"Fog, Smog, Smoke"
60545,Clear
60546,Clear
60547,Clear
60548,Clear
60549,Clear
60550,Clear
60551,Clear
60552,Clear
60553,Clear
60554,Clear
60556,Clear
60557,Clear
60558,Clear
60559,Clear
60560,Clear
60561,Cloudy
60562,Rain
60563,Clear
60564,Clear
60565,Clear
60566,Cloudy
60567,Clear
60568,Clear
60569,Clear
60570,Clear
60571,Rain
60572,Cloudy
60573,Clear
60574,Cloudy
60575,Clear
60576,Clear
60577,Cloudy
60578,Clear
60579,Clear
60580,Clear
60581,Clear
60582,Clear
60583,Clear
60584,Cloudy
60585,Cloudy
60586,Severe Crosswinds
60587,Rain
60588,Clear
60589,Clear
60590,Clear
60591,Clear
60592,Cloudy
60593,Clear
60594,Clear
60595,Clear
60596,Clear
60597,Clear
60598,Clear
60599,Clear
60600,Clear
60601,Clear
60602,Cloudy
60603,Clear
60604,"Fog, Smog, Smoke"
60605,Rain
60606,Clear
60607,Clear
60608,Clear
60609,Cloudy
60610,Clear
60611,Cloudy
60612,Clear
60614,Clear
60615,Clear
60616,Cloudy
60617,Clear
60618,Rain
60619,Clear
60620,Rain
60621,Clear
60622,Clear
60623,Clear
60624,Clear
60625,Cloudy
60626,Clear
60627,Clear
60628,Cloudy
60629,Clear
60630,Cloudy
60631,Clear
60632,Clear
60633,Clear
60634,Clear
60635,Clear
60637,Clear
60638,Clear
60639,Rain
60640,Cloudy
60641,Clear
60642,Clear
60643,Cloudy
60644,Rain
60645,Clear
60646,Clear
60647,Rain
60648,Clear
60649,Clear
60650,Rain
60651,Rain
60652,Clear
60653,Clear
60654,Clear
60655,Clear
60656,Cloudy
60657,Clear
60658,Cloudy
60659,Clear
60660,Cloudy
60661,Clear
60662,Clear
60663,Cloudy
60664,Clear
60665,Rain
60666,Clear
60667,Clear
60668,Clear
60669,Clear
60670,Clear
60671,Rain
60672,Cloudy
60673,Clear
60674,Cloudy
60675,Clear
60676,Clear
60677,Clear
60678,Clear
60679,Clear
60680,Clear
60681,Clear
60682,Clear
60683,Clear
60684,Clear
60685,Clear
60686,Clear
60687,Rain
60688,Clear
60689,Clear
60690,Rain
60691,Clear
60692,Cloudy
60693,Cloudy
60694,Clear
60695,Clear
60696,Clear
60697,Clear
60698,Clear
60699,Clear
60700,Cloudy
60701,Clear
60702,Clear
60703,Clear
60704,Clear
60705,Clear
60707,Clear
60709,Clear
60710,Clear
60711,Clear
60712,Clear
60713,Clear
60714,Clear
60715,Clear
60716,Clear
60717,Clear
60718,Clear
60719,Clear
60720,Clear
60721,Clear
60722,Clear
60723,Cloudy
60724,Clear
60725,Clear
60726,Clear
60727,Clear
60728,Cloudy
60729,Clear
60730,Cloudy
60731,Clear
60732,Clear
60733,Clear
60734,Clear
60735,Cloudy
60736,Clear
60737,Clear
60738,Clear
60739,Clear
60740,Clear
60741,Clear
60742,Clear
60743,Clear
60744,Clear
60745,Cloudy
60746,Clear
60747,Clear
60748,Clear
60749,Clear
60750,Clear
60751,Rain
60752,Rain
60753,Clear
60754,Clear
60755,Clear
60756,Rain
60757,Clear
60758,Clear
60759,Clear
60760,Clear
60761,Clear
60762,Clear
60763,Clear
60765,Clear
60766,Clear
60767,Clear
60768,Clear
60769,Clear
60770,Rain
60771,Clear
60772,Clear
60773,Cloudy
60774,Clear
60775,Clear
60776,Clear
60777,Clear
60778,Clear
60779,Clear
60780,Clear
60781,Clear
60782,Rain
60783,Clear
60784,Clear
60785,Clear
60786,Clear
60787,Clear
60788,Clear
60789,Cloudy
60790,Clear
60791,Clear
60792,Rain
60793,Cloudy
60794,Clear
60795,Clear
60796,Cloudy
60797,Cloudy
60798,Clear
60799,Clear
60800,Cloudy
60801,Clear
60802,Clear
60803,Clear
60804,Clear
60805,Rain
60806,Clear
60807,Cloudy
60808,Cloudy
60809,Clear
60810,Clear
60811,Clear
60812,Clear
60813,Clear
60814,Clear
60815,Clear
60816,Rain
60817,Clear
60819,Cloudy
60820,Clear
60821,Clear
60822,Clear
60823,Clear
60824,Clear
60825,Clear
60826,Clear
60827,Clear
60828,Clear
60829,Cloudy
60830,Cloudy
60831,Cloudy
60832,Cloudy
60833,Clear
60834,Clear
60835,Clear
60836,Clear
60837,Cloudy
60838,Rain
60839,Clear
60840,Rain
60841,Clear
60842,Clear
60843,Clear
60844,Clear
60845,Rain
60846,Clear
60847,Clear
60848,Clear
60849,Clear
60850,Clear
60851,Cloudy
60852,Clear
60853,Rain
60854,Clear
60855,Clear
60856,Cloudy
60857,Clear
60858,Cloudy
60859,Clear
60860,Clear
60861,Clear
60862,Clear
60863,Cloudy
60864,Clear
60865,Rain
60866,Clear
60867,Cloudy
60868,Clear
60869,Rain
60870,Clear
60871,Clear
60872,"Fog, Smog, Smoke"
60873,Clear
60874,Clear
60875,Cloudy
60876,Clear
60877,Clear
60878,Clear
60879,Clear
60880,Clear
60881,Clear
60882,Rain
60883,Clear
60884,Clear
60885,Clear
60886,Clear
60887,Clear
60888,Clear
60889,Clear
60890,Clear
60891,Clear
60892,Clear
60893,Clear
60894,Clear
60895,Clear
60896,Rain
60897,Clear
60899,Rain
60900,Cloudy
60901,Clear
60902,Clear
60903,Clear
60904,Clear
60905,Clear
60906,Cloudy
60907,Cloudy
60908,Clear
60909,Cloudy
60910,Clear
60911,Clear
60912,Clear
60913,Clear
60914,Cloudy
60915,Cloudy
60916,Clear
60918,Clear
60919,Clear
60921,Clear
60922,Cloudy
60923,Clear
60924,Cloudy
60925,Clear
60926,Clear
60927,Clear
60928,Clear
60929,Cloudy
60930,Clear
60931,Clear
60932,Clear
60933,Clear
60934,Clear
60935,Clear
60936,Cloudy
60937,Clear
60938,Clear
60939,Clear
60940,Clear
60941,Clear
60942,Clear
60943,Clear
60944,Clear
60945,Clear
60946,Clear
60947,Clear
60948,Clear
60949,Clear
60950,Clear
60951,Clear
60952,Clear
60953,Clear
60954,Clear
60955,Cloudy
60956,Cloudy
60957,Clear
60958,Clear
60959,Rain
60960,Clear
60961,Clear
60962,Clear
60963,Clear
60964,Clear
60965,Clear
60966,Rain
60967,Rain
60968,Clear
60969,Cloudy
60970,Cloudy
60971,Clear
60972,Clear
60973,Clear
60974,Clear
60975,Clear
60976,Clear
60977,Clear
60978,Clear
60979,Clear
60980,Clear
60981,Clear
60982,Rain
60983,Rain
60984,Clear
60985,Clear
60986,Clear
60987,Clear
60988,Clear
60989,Clear
60990,Clear
60991,Clear
60992,Cloudy
60993,Rain
60994,Clear
60995,Clear
60996,Clear
60997,Clear
60998,Clear
60999,Clear
61000,Clear
61001,Clear
61002,Clear
61004,Clear
61005,Clear
61006,Rain
61007,Clear
61008,Cloudy
61009,Clear
61010,Clear
61011,Clear
61012,Clear
61013,Clear
61014,Clear
61016,Clear
61017,Clear
61018,Clear
61019,Clear
61021,Clear
61022,Cloudy
61023,Cloudy
61024,Cloudy
61025,Cloudy
61026,Clear
61027,Cloudy
61028,Clear
61029,Clear
61030,Clear
61031,Clear
61032,Clear
61033,Clear
61034,Rain
61035,Cloudy
61036,Clear
61037,Clear
61038,Clear
61039,Clear
61040,Clear
61041,Clear
61042,Clear
61043,Clear
61044,Clear
61045,Clear
61046,Clear
61047,Rain
61048,Clear
61049,Cloudy
61050,Clear
61051,Clear
61052,Rain
61053,Cloudy
61054,Cloudy
61055,Clear
61056,Clear
61057,Clear
61058,Clear
61059,Clear
61060,Clear
61061,Clear
61062,Clear
61063,Cloudy
61064,Clear
61065,Clear
61066,Clear
61067,Clear
61068,Cloudy
61069,Clear
61070,Clear
61071,Clear
61072,Clear
61073,Clear
61075,Clear
61076,Clear
61077,Clear
61078,Clear
61079,Clear
61080,Clear
61082,Clear
61083,Clear
61084,Clear
61085,Cloudy
61086,Clear
61087,Clear
61088,Clear
61089,Clear
61090,Clear
61091,Clear
61092,Clear
61093,Clear
61096,Clear
61097,Clear
61098,Clear
61099,Clear
61100,Clear
61101,Clear
61103,Clear
61104,Clear
61105,Clear
61106,Rain
61107,Clear
61108,Cloudy
61109,Clear
61110,Clear
61111,Clear
61112,Clear
61113,Clear
61114,Clear
61115,Clear
61116,Clear
61117,Clear
61118,Clear
61119,Cloudy
61120,Clear
61121,Clear
61122,Clear
61123,Clear
61124,Clear
61125,Cloudy
61126,Clear
61127,Clear
61128,Cloudy
61129,Rain
61130,Clear
61131,Clear
61132,Clear
61133,Clear
61134,Cloudy
61135,Clear
61136,Cloudy
61137,Clear
61138,Clear
61139,Clear
61140,Cloudy
61141,Rain
61142,Clear
61143,Cloudy
61144,Cloudy
61145,Clear
61146,Clear
61147,Cloudy
61148,Cloudy
61149,Cloudy
61150,Cloudy
61151,Clear
61152,Clear
61153,Clear
61154,Clear
61155,Clear
61156,Clear
61158,Clear
61159,Clear
61160,Clear
61161,Rain
61162,Cloudy
61163,Clear
61165,Clear
61166,Clear
61167,Clear
61168,Clear
61169,Clear
61170,Cloudy
61171,Clear
61172,Clear
61173,Clear
61174,Clear
61175,Clear
61176,Clear
61177,Cloudy
61178,Clear
61179,Clear
61180,Clear
61181,Clear
61182,Clear
61183,Clear
61184,Clear
61185,Clear
61186,Clear
61187,Clear
61188,Clear
61189,Clear
61190,Clear
61191,Clear
61192,Clear
61193,Clear
61194,Rain
61195,Clear
61196,Cloudy
61197,Cloudy
61198,Cloudy
61199,Clear
61200,Clear
61201,Clear
61202,Clear
61203,Clear
61204,Clear
61205,Clear
61206,Other
61207,Clear
61208,Cloudy
61209,Cloudy
61210,Clear
61211,Clear
61212,Clear
61213,Clear
61214,Clear
61215,Clear
61216,Clear
61217,Clear
61218,Clear
61219,Clear
61220,Cloudy
61222,Clear
61223,Clear
61225,Clear
61226,Clear
61227,Clear
61229,Clear
61230,Clear
61231,Clear
61232,Clear
61233,Clear
61234,Clear
61235,Clear
61236,Clear
61237,Clear
61238,Clear
61239,Cloudy
61240,Clear
61241,Clear
61242,Clear
61243,Clear
61244,Clear
61245,Clear
61246,Clear
61247,Clear
61248,Clear
61249,Clear
61250,Clear
61251,Clear
61252,Clear
61253,Clear
61254,Clear
61255,Clear
61256,Clear
61257,Clear
61258,Clear
61259,Clear
61260,Cloudy
61261,Clear
61262,Clear
61263,Clear
61264,Other
61265,Clear
61266,Clear
61267,Clear
61268,Clear
61269,Clear
61270,Clear
61271,Clear
61272,Clear
61273,Clear
61274,Clear
61275,Clear
61276,Clear
61277,Cloudy
61278,Cloudy
61279,Cloudy
61280,Clear
61281,Clear
61282,Clear
61283,Cloudy
61284,Clear
61286,Clear
61287,Clear
61288,Clear
61289,Clear
61290,Clear
61291,Clear
61292,Clear
61293,Clear
61294,Clear
61295,Clear
61296,Cloudy
61297,Clear
61298,Clear
61299,Clear
61300,Cloudy
61301,Clear
61302,Clear
61303,Clear
61304,Clear
61305,Rain
61306,Cloudy
61307,Clear
61308,Clear
61309,Clear
61310,Clear
61311,Clear
61312,Clear
61313,Clear
61314,Clear
61315,Clear
61316,Clear
61317,Clear
61318,Clear
61319,Clear
61320,Clear
61321,Clear
61322,Clear
61323,Clear
61324,Clear
61325,Cloudy
61326,Clear
61327,Clear
61328,Clear
61329,Cloudy
61330,Clear
61331,Clear
61332,Clear
61333,Clear
61334,Clear
61335,Clear
61336,Clear
61337,Clear
61338,Clear
61339,Clear
61340,Clear
61341,Clear
61342,Clear
61343,Clear
61344,Clear
61345,Clear
61346,Clear
61347,Clear
61348,Clear
61349,Clear
61350,Clear
61351,Clear
