ST_CASE,WEATHERNAME,YEAR
120160,Clear,2019
120161,Cloudy,2019
120162,Clear,2019
120163,Cloudy,2019
120164,Cloudy,2019
120165,Clear,2019
120166,Clear,2019
120167,Clear,2019
120168,Cloudy,2019
120169,Cloudy,2019
120170,Clear,2019
120171,Clear,2019
120172,Clear,2019
120173,Clear,2019
120174,Clear,2019
120175,Clear,2019
120177,Clear,2019
120178,Clear,2019
120179,Cloudy,2019
120180,Clear,2019
120181,Clear,2019
120182,Clear,2019
120183,Rain,2019
120184,Clear,2019
120185,Rain,2019
120186,Clear,2019
120187,Clear,2019
120188,Clear,2019
120189,Clear,2019
120190,Rain,2019
120191,Rain,2019
120192,Cloudy,2019
120193,Rain,2019
120195,Clear,2019
120196,Clear,2019
120197,Clear,2019
120198,Clear,2019
120199,Clear,2019
120200,Clear,2019
120201,Clear,2019
120202,Clear,2019
120203,Clear,2019
120204,Clear,2019
120205,Clear,2019
120206,Cloudy,2019
120207,Clear,2019
120208,Clear,2019
120209,Rain,2019
120210,Clear,2019
120211,Clear,2019
120212,Clear,2019
120213,"Fog, Smog, Smoke",2019
120214,Clear,2019
120215,Clear,2019
120216,"Fog, Smog, Smoke",2019
120217,Clear,2019
120218,Cloudy,2019
120219,Cloudy,2019
120220,Clear,2019
120221,Clear,2019
120222,Clear,2019
120224,Clear,2019
120225,Clear,2019
120226,Cloudy,2019
120227,Rain,2019
120228,Cloudy,2019
120229,Clear,2019
120230,Clear,2019
120231,Cloudy,2019
120232,Clear,2019
120234,Clear,2019
120236,Clear,2019
120237,Clear,2019
120238,Clear,2019
120239,Clear,2019
120240,Clear,2019
120241,Clear,2019
120242,Clear,2019
120243,Clear,2019
120244,Clear,2019
120245,Clear,2019
120246,Rain,2019
120247,Clear,2019
120248,Clear,2019
120249,Clear,2019
120250,Clear,2019
120251,Clear,2019
120252,Clear,2019
120253,Clear,2019
120254,Clear,2019
120255,Clear,2019
120256,Cloudy,2019
120257,Clear,2019
120258,Clear,2019
120259,Clear,2019
120261,"Fog, Smog, Smoke",2019
120262,Clear,2019
120263,Clear,2019
120264,Clear,2019
120265,Clear,2019
120267,Clear,2019
120268,Clear,2019
120269,Rain,2019
120270,Clear,2019
120271,Clear,2019
120272,Cloudy,2019
120273,Clear,2019
120274,Clear,2019
120275,Clear,2019
120276,Clear,2019
120277,Cloudy,2019
120278,Cloudy,2019
120279,Cloudy,2019
120280,Clear,2019
120281,Rain,2019
120282,Clear,2019
120283,Clear,2019
120284,Clear,2019
120286,Clear,2019
120287,Clear,2019
120289,Clear,2019
120290,Cloudy,2019
120291,Clear,2019
120292,Clear,2019
120293,Cloudy,2019
120294,Clear,2019
120295,Clear,2019
120296,Cloudy,2019
120297,Clear,2019
120299,Clear,2019
120300,Clear,2019
120301,Clear,2019
120302,Cloudy,2019
120303,Clear,2019
120304,Clear,2019
120305,Clear,2019
120306,Cloudy,2019
120307,Clear,2019
120308,Clear,2019
120309,Cloudy,2019
120310,Clear,2019
120311,Cloudy,2019
120312,Clear,2019
120313,Clear,2019
120314,Clear,2019
120315,Clear,2019
120316,Clear,2019
120317,Clear,2019
120318,Clear,2019
120319,Cloudy,2019
120320,"Fog, Smog, Smoke",2019
120322,Clear,2019
120323,Cloudy,2019
120324,Clear,2019
120326,Clear,2019
120327,Clear,2019
120328,Cloudy,2019
120330,"Fog, Smog, Smoke",2019
120331,Clear,2019
120333,Clear,2019
120334,Clear,2019
120335,Clear,2019
120336,Clear,2019
120337,Clear,2019
120338,Clear,2019
120339,Clear,2019
120340,Clear,2019
120341,Clear,2019
120342,Clear,2019
120343,Clear,2019
120344,Clear,2019
120345,Clear,2019
120346,Clear,2019
120347,"Fog, Smog, Smoke",2019
120348,Clear,2019
120349,Clear,2019
120350,Cloudy,2019
120351,Clear,2019
120352,Cloudy,2019
120353,Clear,2019
120354,Clear,2019
120355,Clear,2019
120356,Clear,2019
120358,Clear,2019
120359,Clear,2019
120360,Clear,2019
120361,Clear,2019
120362,Clear,2019
120363,Clear,2019
120364,Clear,2019
120365,Clear,2019
120366,Cloudy,2019
120369,Rain,2019
120370,Clear,2019
120371,Clear,2019
120372,Clear,2019
120373,Cloudy,2019
120374,Clear,2019
120375,Clear,2019
120376,Clear,2019
120377,Clear,2019
120378,Clear,2019
120379,Clear,2019
120380,Clear,2019
120381,Cloudy,2019
120382,Clear,2019
120383,Clear,2019
120384,Cloudy,2019
120385,Clear,2019
120386,Clear,2019
120387,Clear,2019
120388,Clear,2019
120389,Clear,2019
120390,Clear,2019
120391,Clear,2019
120392,Clear,2019
120393,Clear,2019
120394,Rain,2019
120395,Clear,2019
120396,Clear,2019
120397,Clear,2019
120398,Clear,2019
120399,Clear,2019
120400,Clear,2019
120401,Clear,2019
120402,Clear,2019
120403,Clear,2019
120404,Cloudy,2019
120405,Clear,2019
120406,Clear,2019
120407,Clear,2019
120408,Cloudy,2019
120409,Clear,2019
120410,Clear,2019
120411,Clear,2019
120412,Clear,2019
120413,Clear,2019
120414,Clear,2019
120415,Cloudy,2019
120416,Clear,2019
120417,"Fog, Smog, Smoke",2019
120418,Cloudy,2019
120419,Clear,2019
120420,Rain,2019
120421,Clear,2019
120422,Clear,2019
120423,Clear,2019
120424,Cloudy,2019
120425,Clear,2019
120426,Clear,2019
120428,Cloudy,2019
120429,Clear,2019
120430,Clear,2019
120431,Clear,2019
120432,Cloudy,2019
120433,Cloudy,2019
120434,Clear,2019
120435,Clear,2019
120436,Cloudy,2019
120437,Clear,2019
120438,Clear,2019
120439,Clear,2019
120440,Clear,2019
120441,Clear,2019
120442,Clear,2019
120443,Cloudy,2019
120444,Clear,2019
120445,Cloudy,2019
120446,Clear,2019
120447,Clear,2019
120448,Rain,2019
120449,Clear,2019
120450,Clear,2019
120451,Clear,2019
120452,Cloudy,2019
120453,Clear,2019
120454,Rain,2019
120455,Clear,2019
120456,Cloudy,2019
120457,Clear,2019
120458,Cloudy,2019
120459,Clear,2019
120460,Clear,2019
120461,Clear,2019
120462,Cloudy,2019
120463,Clear,2019
120464,Clear,2019
120465,Clear,2019
120466,Clear,2019
120467,Clear,2019
120468,"Fog, Smog, Smoke",2019
120469,Clear,2019
120471,Clear,2019
120472,Clear,2019
120473,Clear,2019
120474,Cloudy,2019
120475,Clear,2019
120476,Clear,2019
120477,Clear,2019
120478,Clear,2019
120479,Clear,2019
120480,Cloudy,2019
120481,Rain,2019
120482,Clear,2019
120483,Clear,2019
120484,Clear,2019
120485,Clear,2019
120486,Clear,2019
120488,Clear,2019
120489,Clear,2019
120490,Clear,2019
120491,Clear,2019
120492,Clear,2019
120493,"Fog, Smog, Smoke",2019
120494,Clear,2019
120495,Cloudy,2019
120496,Clear,2019
120497,Clear,2019
120498,Clear,2019
120499,Cloudy,2019
120500,Clear,2019
120501,Clear,2019
120502,Clear,2019
120503,Clear,2019
120504,Clear,2019
120505,Clear,2019
120506,Cloudy,2019
120507,Clear,2019
120509,Clear,2019
120510,Cloudy,2019
120511,Clear,2019
120512,Clear,2019
120513,Clear,2019
120514,Clear,2019
120515,Clear,2019
120516,Clear,2019
120517,Cloudy,2019
120518,Clear,2019
120519,Clear,2019
120521,Clear,2019
120522,Clear,2019
120523,Clear,2019
120524,Clear,2019
120525,"Fog, Smog, Smoke",2019
120526,Clear,2019
120527,Clear,2019
120528,Clear,2019
120529,Clear,2019
120530,Clear,2019
120531,Clear,2019
120532,Cloudy,2019
120533,Clear,2019
120534,Clear,2019
120535,Clear,2019
120536,Clear,2019
120537,Rain,2019
120538,Clear,2019
120539,Cloudy,2019
120540,Clear,2019
120541,Clear,2019
120542,Clear,2019
120543,Cloudy,2019
120544,Clear,2019
120545,Cloudy,2019
120547,Clear,2019
120548,"Fog, Smog, Smoke",2019
120549,Clear,2019
120550,Cloudy,2019
120551,Clear,2019
120552,Rain,2019
120554,Clear,2019
120555,Clear,2019
120556,Clear,2019
120557,Clear,2019
120558,Clear,2019
120559,Cloudy,2019
120560,Clear,2019
120561,Cloudy,2019
120562,Clear,2019
120563,Clear,2019
120564,Cloudy,2019
120565,Clear,2019
120566,Clear,2019
120567,Clear,2019
120568,Clear,2019
120569,"Fog, Smog, Smoke",2019
120570,Clear,2019
120571,Clear,2019
120572,Clear,2019
120573,Rain,2019
120574,Clear,2019
120575,Cloudy,2019
120576,Rain,2019
120577,Rain,2019
120578,Clear,2019
120580,Clear,2019
120581,Clear,2019
120582,Cloudy,2019
120583,Clear,2019
120584,Clear,2019
120585,Clear,2019
120586,Clear,2019
120587,Clear,2019
120588,Clear,2019
120590,"Fog, Smog, Smoke",2019
120591,Cloudy,2019
120592,Cloudy,2019
120596,Clear,2019
120597,Clear,2019
120598,Clear,2019
120599,Clear,2019
120600,Clear,2019
120601,Clear,2019
120602,Clear,2019
120603,Clear,2019
120604,Cloudy,2019
120605,Clear,2019
120606,Clear,2019
120607,Clear,2019
120608,Clear,2019
120609,Clear,2019
120610,Cloudy,2019
120611,Cloudy,2019
120613,Cloudy,2019
120614,Clear,2019
120615,Clear,2019
120616,Rain,2019
120617,Clear,2019
120618,Clear,2019
120619,Clear,2019
120620,Clear,2019
120621,Clear,2019
120622,Clear,2019
120623,Clear,2019
120624,Clear,2019
120625,Clear,2019
120626,Clear,2019
120627,Clear,2019
120628,Clear,2019
120629,Clear,2019
120630,Clear,2019
120632,Clear,2019
120633,Clear,2019
120634,Cloudy,2019
120635,Cloudy,2019
120636,Clear,2019
120637,Clear,2019
120638,Clear,2019
120639,Clear,2019
120640,Clear,2019
120641,Clear,2019
120643,Clear,2019
120644,Clear,2019
120645,Clear,2019
120646,Clear,2019
120647,Clear,2019
120649,Clear,2019
120650,Cloudy,2019
120651,Cloudy,2019
120652,Clear,2019
120653,Rain,2019
120654,Clear,2019
120655,Clear,2019
120657,Clear,2019
120659,Clear,2019
120660,Clear,2019
120661,Clear,2019
120662,Clear,2019
120663,Clear,2019
120664,Clear,2019
120665,Cloudy,2019
120666,Cloudy,2019
120667,Cloudy,2019
120668,Clear,2019
120669,Clear,2019
120670,Clear,2019
120671,Rain,2019
120673,Clear,2019
120674,Clear,2019
120675,Clear,2019
120676,Clear,2019
120677,Cloudy,2019
120678,Clear,2019
120679,Rain,2019
120680,Clear,2019
120681,Clear,2019
120682,Clear,2019
120683,Cloudy,2019
120684,Clear,2019
120685,Clear,2019
120686,Clear,2019
120687,Rain,2019
120688,Clear,2019
120690,Clear,2019
120691,Clear,2019
120692,Clear,2019
120693,Clear,2019
120694,Clear,2019
120695,Clear,2019
120696,Clear,2019
120697,Clear,2019
120698,Clear,2019
120700,Clear,2019
120701,Clear,2019
120702,Clear,2019
120704,Clear,2019
120705,Clear,2019
120706,Clear,2019
120707,Clear,2019
120708,Clear,2019
120709,Clear,2019
120710,Clear,2019
120711,Rain,2019
120712,Clear,2019
120713,Clear,2019
120714,Clear,2019
120715,Clear,2019
120718,Clear,2019
120719,Rain,2019
120720,Clear,2019
120721,Clear,2019
120722,Clear,2019
120723,Clear,2019
120724,Clear,2019
120725,Clear,2019
120726,Rain,2019
120727,Clear,2019
120728,Clear,2019
120729,Clear,2019
120730,Cloudy,2019
120731,Clear,2019
120732,Clear,2019
120733,Clear,2019
120734,Rain,2019
120735,Cloudy,2019
120736,Clear,2019
120737,Rain,2019
120738,Clear,2019
120739,Clear,2019
120740,Clear,2019
120741,Clear,2019
120742,Cloudy,2019
120743,Clear,2019
120744,Clear,2019
120745,Clear,2019
120746,Rain,2019
120747,Clear,2019
120748,Clear,2019
120749,Clear,2019
120750,Clear,2019
120751,Clear,2019
120752,Clear,2019
120753,Cloudy,2019
120754,Rain,2019
120755,Cloudy,2019
120756,Clear,2019
120757,Clear,2019
120758,Clear,2019
120759,Clear,2019
120761,Clear,2019
120762,Clear,2019
120763,Clear,2019
120764,Clear,2019
120765,Cloudy,2019
120766,Clear,2019
120768,Clear,2019
120769,Clear,2019
120770,Clear,2019
120771,Rain,2019
120772,Clear,2019
120773,Clear,2019
120774,Clear,2019
120775,Clear,2019
120776,Clear,2019
120777,Clear,2019
120779,Clear,2019
120780,Clear,2019
120781,Clear,2019
120782,Clear,2019
120783,Clear,2019
120784,Clear,2019
120785,Cloudy,2019
120786,Clear,2019
120788,Clear,2019
120789,Cloudy,2019
120790,Clear,2019
120791,Clear,2019
120792,Clear,2019
120793,Clear,2019
120794,Clear,2019
120795,Clear,2019
120796,Cloudy,2019
120797,Cloudy,2019
120798,Clear,2019
120799,Clear,2019
120800,Clear,2019
120801,Cloudy,2019
120802,Clear,2019
120803,Cloudy,2019
120804,Clear,2019
120805,Cloudy,2019
120807,Clear,2019
120808,Clear,2019
120809,Clear,2019
120810,Clear,2019
120811,Clear,2019
120812,Clear,2019
120813,Rain,2019
120814,Clear,2019
120815,Clear,2019
120816,Cloudy,2019
120817,Clear,2019
120818,Clear,2019
120819,Clear,2019
120820,Clear,2019
120821,Clear,2019
120823,Cloudy,2019
120824,Cloudy,2019
120825,Cloudy,2019
120826,Clear,2019
120829,Clear,2019
120830,Clear,2019
120831,Clear,2019
120832,Clear,2019
120833,Clear,2019
120834,Clear,2019
120835,Clear,2019
120836,Clear,2019
120837,Clear,2019
120838,Clear,2019
120839,Clear,2019
120840,Cloudy,2019
120843,Clear,2019
120844,Clear,2019
120845,Clear,2019
120846,Clear,2019
120847,Clear,2019
120848,Clear,2019
120849,Clear,2019
120850,Clear,2019
120851,Clear,2019
120852,Clear,2019
120853,Clear,2019
120854,Clear,2019
120856,Clear,2019
120857,Clear,2019
120858,Clear,2019
120859,Cloudy,2019
120860,Clear,2019
120861,Clear,2019
120862,Clear,2019
120863,Clear,2019
120864,Clear,2019
120865,Clear,2019
120866,Clear,2019
120867,Clear,2019
120868,Clear,2019
120869,Clear,2019
120870,Clear,2019
120871,Clear,2019
120872,Clear,2019
120873,Clear,2019
120874,Clear,2019
120875,Clear,2019
120876,Rain,2019
120878,Clear,2019
120879,Cloudy,2019
120880,Clear,2019
120881,Clear,2019
120882,Clear,2019
120883,Cloudy,2019
120884,Clear,2019
120885,Clear,2019
120886,Clear,2019
120887,Clear,2019
120888,Clear,2019
120889,Clear,2019
120890,Cloudy,2019
120891,Clear,2019
120892,Rain,2019
120893,Cloudy,2019
120894,Clear,2019
120895,Clear,2019
120897,Clear,2019
120898,Clear,2019
120901,Cloudy,2019
120902,Clear,2019
120904,Clear,2019
120905,Clear,2019
120906,Clear,2019
120907,Clear,2019
120908,Clear,2019
120909,Clear,2019
120910,Clear,2019
120911,Clear,2019
120912,Clear,2019
120913,Clear,2019
120914,Clear,2019
120915,Clear,2019
120916,Cloudy,2019
120917,Clear,2019
120918,Clear,2019
120919,Clear,2019
120920,Clear,2019
120921,Clear,2019
120922,Clear,2019
120923,Clear,2019
120924,Cloudy,2019
120925,Clear,2019
120926,Clear,2019
120927,Clear,2019
120928,Clear,2019
120929,Clear,2019
120930,Clear,2019
120931,Clear,2019
120932,Cloudy,2019
120933,Clear,2019
120934,Cloudy,2019
120935,Clear,2019
120936,"Fog, Smog, Smoke",2019
120937,Clear,2019
120938,Clear,2019
120939,Clear,2019
120940,Rain,2019
120941,Clear,2019
120942,Clear,2019
120943,Clear,2019
120944,Clear,2019
120945,Cloudy,2019
120946,Clear,2019
120947,Clear,2019
120948,Clear,2019
120949,Clear,2019
120950,Clear,2019
120951,Clear,2019
120953,Cloudy,2019
120954,Clear,2019
120955,Clear,2019
120956,Clear,2019
120957,Clear,2019
120958,Clear,2019
120960,Clear,2019
120961,Clear,2019
120962,Clear,2019
120963,Clear,2019
120964,Clear,2019
120965,Clear,2019
120966,Clear,2019
120967,Clear,2019
120968,Clear,2019
120969,Clear,2019
120970,Rain,2019
120971,Clear,2019
120973,Clear,2019
120974,Clear,2019
120975,Clear,2019
120976,Clear,2019
120977,Clear,2019
120978,Clear,2019
120979,Clear,2019
120980,Clear,2019
120981,Clear,2019
120982,Clear,2019
120983,Clear,2019
120984,Rain,2019
120985,Clear,2019
120986,Cloudy,2019
120987,Clear,2019
120988,Clear,2019
120990,Clear,2019
120991,Clear,2019
120992,Clear,2019
120993,Clear,2019
120994,Clear,2019
120995,Cloudy,2019
120996,Cloudy,2019
120997,Cloudy,2019
120999,Rain,2019
121000,Cloudy,2019
121001,Clear,2019
121002,Cloudy,2019
121003,Rain,2019
121004,Clear,2019
121005,Clear,2019
121006,Clear,2019
121007,Clear,2019
121008,Clear,2019
121009,Clear,2019
121010,Clear,2019
121011,"Fog, Smog, Smoke",2019
121012,Clear,2019
121013,Cloudy,2019
121014,Clear,2019
121015,Clear,2019
121016,Clear,2019
121017,Clear,2019
121018,Clear,2019
121019,Clear,2019
121020,Clear,2019
121021,Clear,2019
121022,Clear,2019
121024,Clear,2019
121025,Clear,2019
121026,Clear,2019
121027,Cloudy,2019
121028,Clear,2019
121029,Clear,2019
121030,Clear,2019
121031,Clear,2019
121032,Clear,2019
121033,Clear,2019
121034,Clear,2019
121035,Rain,2019
121036,Clear,2019
121037,Clear,2019
121038,Cloudy,2019
121039,Cloudy,2019
121040,Clear,2019
121041,Cloudy,2019
121042,"Fog, Smog, Smoke",2019
121043,Clear,2019
121044,Cloudy,2019
121045,Clear,2019
121046,Clear,2019
121047,Clear,2019
121048,Clear,2019
121050,Clear,2019
121051,Clear,2019
121052,Clear,2019
121053,Clear,2019
121054,Clear,2019
121055,Clear,2019
121056,Clear,2019
121057,Clear,2019
121058,Clear,2019
121059,Clear,2019
121060,Clear,2019
121061,Clear,2019
121062,Cloudy,2019
121063,Cloudy,2019
121064,Clear,2019
121065,Rain,2019
121066,Clear,2019
121067,Clear,2019
121068,Clear,2019
121069,Clear,2019
121070,Cloudy,2019
121071,Clear,2019
121072,Clear,2019
121073,Clear,2019
121074,Clear,2019
121075,Clear,2019
121077,Cloudy,2019
121078,Rain,2019
121079,Clear,2019
121080,Cloudy,2019
121081,Clear,2019
121082,Clear,2019
121083,Clear,2019
121084,Clear,2019
121085,Clear,2019
121086,Clear,2019
121087,Rain,2019
121088,Clear,2019
121089,Clear,2019
121090,Clear,2019
121091,Clear,2019
121092,Cloudy,2019
121093,Clear,2019
121094,Clear,2019
121095,Clear,2019
121096,Clear,2019
121097,Clear,2019
121098,Cloudy,2019
121099,Clear,2019
121100,Clear,2019
121101,Clear,2019
121102,Clear,2019
121103,Clear,2019
121104,Clear,2019
121105,Clear,2019
121106,Clear,2019
121107,Cloudy,2019
121108,Clear,2019
121109,Clear,2019
121110,Clear,2019
121111,Clear,2019
121112,Clear,2019
121113,Clear,2019
121114,Clear,2019
121115,Clear,2019
121116,Clear,2019
121117,Clear,2019
121118,Clear,2019
121119,Cloudy,2019
121120,Cloudy,2019
121121,Clear,2019
121122,Clear,2019
121123,Clear,2019
121124,Clear,2019
121125,Clear,2019
121126,Clear,2019
121127,Clear,2019
121128,Clear,2019
121129,Rain,2019
121130,Clear,2019
121131,Clear,2019
121132,Clear,2019
121135,Clear,2019
121136,Clear,2019
121137,Clear,2019
121138,Clear,2019
121139,"Fog, Smog, Smoke",2019
121140,Clear,2019
121141,Clear,2019
121142,Clear,2019
121143,Clear,2019
121144,Clear,2019
121145,Clear,2019
121147,Clear,2019
121148,Clear,2019
121149,Clear,2019
121150,Rain,2019
121151,Clear,2019
121152,Clear,2019
121153,Clear,2019
121154,Clear,2019
121155,Clear,2019
121156,Clear,2019
121157,Cloudy,2019
121158,"Fog, Smog, Smoke",2019
121159,Clear,2019
121160,Clear,2019
121161,Clear,2019
121162,Clear,2019
121163,Clear,2019
121164,Clear,2019
121165,Cloudy,2019
121166,Clear,2019
121167,Clear,2019
121168,Clear,2019
121169,Clear,2019
121170,Clear,2019
121171,Clear,2019
121172,Clear,2019
121173,Clear,2019
121174,Clear,2019
121175,Clear,2019
121176,Clear,2019
121177,Clear,2019
121178,Clear,2019
121179,Clear,2019
121180,Clear,2019
121181,Clear,2019
121182,Clear,2019
121183,Clear,2019
121184,Clear,2019
121186,Clear,2019
121187,Clear,2019
121188,Clear,2019
121189,Clear,2019
121190,Clear,2019
121191,Clear,2019
121192,Clear,2019
121193,Clear,2019
121194,Clear,2019
121195,Clear,2019
121197,Clear,2019
121198,Clear,2019
121199,Cloudy,2019
121200,Cloudy,2019
121201,Rain,2019
121202,Clear,2019
121203,Clear,2019
121204,Clear,2019
121205,Clear,2019
121207,Clear,2019
121208,Clear,2019
121209,Clear,2019
121210,Clear,2019
121211,Clear,2019
121212,Cloudy,2019
121213,Clear,2019
121214,Clear,2019
121215,Clear,2019
121216,Clear,2019
121217,Clear,2019
121218,Clear,2019
121219,Clear,2019
121220,Clear,2019
121221,Clear,2019
121222,Clear,2019
121223,Cloudy,2019
121224,Clear,2019
121225,Clear,2019
121226,Clear,2019
121227,Clear,2019
121228,Clear,2019
121229,Clear,2019
121230,Clear,2019
121231,Cloudy,2019
121232,Clear,2019
121233,Clear,2019
121234,Clear,2019
121235,Clear,2019
121236,Clear,2019
121237,Clear,2019
121238,Clear,2019
121239,Clear,2019
121240,Clear,2019
121241,Clear,2019
121242,Cloudy,2019
121243,Clear,2019
121244,Clear,2019
121245,Rain,2019
121246,Clear,2019
121247,Clear,2019
121248,Clear,2019
121250,Clear,2019
121252,Clear,2019
121253,Rain,2019
121254,Clear,2019
121255,Clear,2019
121256,Clear,2019
121257,Clear,2019
121258,Clear,2019
121259,Cloudy,2019
121260,Clear,2019
121261,Clear,2019
121262,Clear,2019
121263,Clear,2019
121264,Clear,2019
121265,Clear,2019
121266,Clear,2019
121267,Clear,2019
121269,Clear,2019
121270,Clear,2019
121271,Clear,2019
121272,Clear,2019
121273,Clear,2019
121274,Clear,2019
121275,Clear,2019
121276,Clear,2019
121277,Clear,2019
121278,Clear,2019
121279,Clear,2019
121280,Clear,2019
121281,Clear,2019
121282,Clear,2019
121283,Clear,2019
121284,Clear,2019
121285,Clear,2019
121286,Clear,2019
121287,Clear,2019
121288,Clear,2019
121289,Cloudy,2019
121290,Clear,2019
121291,Clear,2019
121292,Clear,2019
121293,Clear,2019
121294,Clear,2019
121295,Clear,2019
121296,Clear,2019
121297,Clear,2019
121298,Clear,2019
121299,Clear,2019
121300,Cloudy,2019
121301,Clear,2019
121302,Clear,2019
121303,Clear,2019
121304,Cloudy,2019
121305,Clear,2019
121307,Clear,2019
121308,Clear,2019
121309,Cloudy,2019
121310,Clear,2019
121311,Clear,2019
121312,Clear,2019
121313,Clear,2019
121314,Cloudy,2019
121315,Cloudy,2019
121316,Clear,2019
121317,Clear,2019
121318,Clear,2019
121319,Rain,2019
121320,Clear,2019
121321,Cloudy,2019
121322,Clear,2019
121323,Clear,2019
121324,Clear,2019
121325,Clear,2019
121326,Clear,2019
121327,Clear,2019
121328,Clear,2019
121329,Clear,2019
121330,Clear,2019
121331,Clear,2019
121332,Clear,2019
121333,Clear,2019
121334,Clear,2019
121335,Cloudy,2019
121336,Clear,2019
121337,Clear,2019
121338,Clear,2019
121339,Clear,2019
121340,Clear,2019
121341,Clear,2019
121342,Clear,2019
121343,Clear,2019
121344,Cloudy,2019
121345,Cloudy,2019
121346,Clear,2019
121347,Clear,2019
121348,Clear,2019
121349,Cloudy,2019
121350,Cloudy,2019
121351,Clear,2019
121352,Clear,2019
121354,Rain,2019
121355,Clear,2019
121356,Clear,2019
121357,Clear,2019
121358,Cloudy,2019
121359,Clear,2019
121360,Clear,2019
121362,Clear,2019
121363,Clear,2019
121364,Clear,2019
121366,Clear,2019
121367,Clear,2019
121370,Clear,2019
121371,Clear,2019
121372,Clear,2019
121373,Clear,2019
121374,Clear,2019
121376,Cloudy,2019
121377,Cloudy,2019
121378,Cloudy,2019
121379,Clear,2019
121380,Clear,2019
121382,Clear,2019
121383,Clear,2019
121384,Cloudy,2019
121385,Clear,2019
121386,Clear,2019
121387,Clear,2019
121388,Clear,2019
121389,Clear,2019
121391,Cloudy,2019
121393,Rain,2019
121394,Rain,2019
121395,Cloudy,2019
121396,Clear,2019
121397,Clear,2019
121398,Clear,2019
121399,Cloudy,2019
121401,Clear,2019
121402,Rain,2019
121403,Clear,2019
121404,Clear,2019
121405,Clear,2019
121406,Clear,2019
121407,Cloudy,2019
121408,Clear,2019
121411,Clear,2019
121412,Cloudy,2019
121413,Clear,2019
121416,Clear,2019
121417,Clear,2019
121418,Clear,2019
121419,Clear,2019
121420,Cloudy,2019
121421,Cloudy,2019
121422,Cloudy,2019
121425,Cloudy,2019
121426,Clear,2019
121428,Clear,2019
121429,Rain,2019
121430,Clear,2019
121431,Rain,2019
121432,Rain,2019
121433,Clear,2019
121434,Rain,2019
121435,Clear,2019
121436,Clear,2019
121437,Clear,2019
121439,Cloudy,2019
121440,Clear,2019
121441,Cloudy,2019
121442,Clear,2019
121444,Clear,2019
121445,Cloudy,2019
121446,Clear,2019
121447,Clear,2019
121448,Clear,2019
121449,Clear,2019
121450,Cloudy,2019
121451,Cloudy,2019
121452,Cloudy,2019
121453,Clear,2019
121454,Clear,2019
121455,Clear,2019
121456,Clear,2019
121457,Clear,2019
121458,Clear,2019
121459,Clear,2019
121460,Cloudy,2019
121461,Clear,2019
121463,Clear,2019
121464,Clear,2019
121465,Clear,2019
121466,Clear,2019
121467,Clear,2019
121468,Cloudy,2019
121469,Rain,2019
121470,Clear,2019
121471,Clear,2019
121472,Cloudy,2019
121474,Clear,2019
121475,Clear,2019
121476,Clear,2019
121478,Clear,2019
121479,Clear,2019
121480,Rain,2019
121481,Clear,2019
121482,Clear,2019
121483,Rain,2019
121484,Cloudy,2019
121485,Clear,2019
121486,Clear,2019
121488,Clear,2019
121489,Rain,2019
121490,Clear,2019
121491,Cloudy,2019
121492,Other,2019
121493,Clear,2019
121494,Cloudy,2019
121495,Cloudy,2019
121496,Rain,2019
121497,Rain,2019
121498,Cloudy,2019
121499,Cloudy,2019
121500,Clear,2019
121501,Clear,2019
121502,Cloudy,2019
121505,Clear,2019
121506,Clear,2019
121507,Clear,2019
121508,Rain,2019
121509,Clear,2019
121510,Clear,2019
121512,Clear,2019
121513,Cloudy,2019
121514,Clear,2019
121515,Cloudy,2019
121516,Rain,2019
121517,Clear,2019
121519,Clear,2019
121520,Clear,2019
121521,Clear,2019
121522,Clear,2019
121523,Cloudy,2019
121524,Cloudy,2019
121526,Clear,2019
121527,Clear,2019
121528,Clear,2019
121529,Clear,2019
121530,Clear,2019
121531,Clear,2019
121532,Cloudy,2019
121533,Clear,2019
121534,Clear,2019
121535,Clear,2019
121536,Clear,2019
121537,Clear,2019
121538,Clear,2019
121539,Clear,2019
121540,Clear,2019
121541,Clear,2019
121542,Clear,2019
121543,Clear,2019
121544,Clear,2019
121545,Cloudy,2019
121546,Clear,2019
121547,Clear,2019
121548,Clear,2019
121549,Clear,2019
121550,Cloudy,2019
121551,Rain,2019
121552,Clear,2019
121554,Clear,2019
121555,Clear,2019
121556,Clear,2019
121557,Clear,2019
121558,Clear,2019
121559,Clear,2019
121560,Clear,2019
121561,Clear,2019
121562,Clear,2019
121563,Clear,2019
121564,Clear,2019
121565,Clear,2019
121566,Clear,2019
121567,Clear,2019
121568,Clear,2019
121569,Clear,2019
121570,Clear,2019
121571,Clear,2019
121572,Clear,2019
121573,Clear,2019
121574,Clear,2019
121575,Clear,2019
121576,Cloudy,2019
121577,Clear,2019
121579,Clear,2019
121580,Clear,2019
121581,Clear,2019
121582,Clear,2019
121583,Clear,2019
121585,Clear,2019
121587,Clear,2019
121588,Clear,2019
121589,Clear,2019
121590,Clear,2019
121591,Rain,2019
121592,Clear,2019
121593,Clear,2019
121594,Clear,2019
121595,Clear,2019
121596,Clear,2019
121597,Cloudy,2019
121598,Clear,2019
121599,Clear,2019
121600,Cloudy,2019
121601,Clear,2019
121602,Clear,2019
121603,Clear,2019
121604,Clear,2019
121605,Cloudy,2019
121606,Clear,2019
121608,Clear,2019
