ST_CASE,WEATHERNAME,YEAR
480080,Cloudy,2019
480081,Rain,2019
480082,Rain,2019
480083,Clear,2019
480084,Clear,2019
480085,Clear,2019
480086,Clear,2019
480087,Clear,2019
480088,Clear,2019
480089,Clear,2019
480090,Clear,2019
480091,Cloudy,2019
480092,Clear,2019
480093,Clear,2019
480094,Cloudy,2019
480095,Clear,2019
480096,Clear,2019
480097,Cloudy,2019
480098,Clear,2019
480099,Clear,2019
480100,"Fog, Smog, Smoke",2019
480101,Clear,2019
480102,Clear,2019
480103,Clear,2019
480105,Clear,2019
480106,Not Reported,2019
480107,Reported as Unknown,2019
480108,Rain,2019
480109,Clear,2019
480110,Clear,2019
480111,Clear,2019
480112,Clear,2019
480113,Clear,2019
480114,Clear,2019
480115,Cloudy,2019
480116,Clear,2019
480117,Cloudy,2019
480118,Clear,2019
480119,Clear,2019
480120,Clear,2019
480121,Clear,2019
480122,Clear,2019
480123,Rain,2019
480124,Cloudy,2019
480125,Clear,2019
480126,Cloudy,2019
480127,Rain,2019
480128,Rain,2019
480129,Clear,2019
480130,Cloudy,2019
480131,Clear,2019
480132,Clear,2019
480133,Clear,2019
480135,Rain,2019
480136,Clear,2019
480137,Clear,2019
480138,Clear,2019
480139,"Fog, Smog, Smoke",2019
480140,Clear,2019
480141,Clear,2019
480142,Clear,2019
480143,Clear,2019
480145,Clear,2019
480146,Clear,2019
480147,Clear,2019
480148,Clear,2019
480149,Clear,2019
480150,Clear,2019
480151,Clear,2019
480152,"Fog, Smog, Smoke",2019
480153,Clear,2019
480154,Clear,2019
480155,Clear,2019
480156,Clear,2019
480157,"Fog, Smog, Smoke",2019
480158,Clear,2019
480159,Clear,2019
480160,Rain,2019
480161,Clear,2019
480162,Clear,2019
480163,Clear,2019
480164,Rain,2019
480165,Clear,2019
480166,Clear,2019
480167,"Fog, Smog, Smoke",2019
480168,Cloudy,2019
480169,Clear,2019
480170,Clear,2019
480171,Clear,2019
480172,Clear,2019
480173,Clear,2019
480174,Clear,2019
480175,"Fog, Smog, Smoke",2019
480176,Clear,2019
480177,Clear,2019
480178,Clear,2019
480179,Clear,2019
480180,Clear,2019
480181,Cloudy,2019
480182,Clear,2019
480183,Cloudy,2019
480184,Clear,2019
480185,Cloudy,2019
480186,Clear,2019
480187,Clear,2019
480188,Clear,2019
480189,Clear,2019
480190,Clear,2019
480192,Rain,2019
480193,Clear,2019
480194,Rain,2019
480195,Clear,2019
480196,Rain,2019
480197,Clear,2019
480198,Clear,2019
480199,Cloudy,2019
480200,Cloudy,2019
480201,Clear,2019
480202,Cloudy,2019
480203,"Fog, Smog, Smoke",2019
480204,Clear,2019
480205,Clear,2019
480206,Cloudy,2019
480207,Clear,2019
480208,Clear,2019
480209,Cloudy,2019
480210,Cloudy,2019
480211,Clear,2019
480212,Clear,2019
480213,Clear,2019
480214,Cloudy,2019
480215,"Fog, Smog, Smoke",2019
480216,Cloudy,2019
480217,Clear,2019
480218,Cloudy,2019
480219,Clear,2019
480220,Rain,2019
480221,Clear,2019
480222,Clear,2019
480223,Clear,2019
480224,Cloudy,2019
480225,Clear,2019
480226,Rain,2019
480227,Rain,2019
480228,Clear,2019
480229,Rain,2019
480230,Clear,2019
480231,Cloudy,2019
480232,Cloudy,2019
480233,Clear,2019
480234,Clear,2019
480235,Clear,2019
480236,Cloudy,2019
480237,Cloudy,2019
480238,Clear,2019
480239,Cloudy,2019
480240,Clear,2019
480241,Cloudy,2019
480242,Clear,2019
480243,Rain,2019
480244,Cloudy,2019
480245,Clear,2019
480246,Rain,2019
480247,Cloudy,2019
480248,Cloudy,2019
480249,Clear,2019
480250,"Fog, Smog, Smoke",2019
480251,Clear,2019
480252,Clear,2019
480253,Clear,2019
480254,Clear,2019
480255,Clear,2019
480256,Clear,2019
480257,Cloudy,2019
480258,Clear,2019
480259,Clear,2019
480261,Rain,2019
480262,Clear,2019
480263,Clear,2019
480264,Clear,2019
480265,Clear,2019
480266,Cloudy,2019
480267,Rain,2019
480268,Cloudy,2019
480269,Clear,2019
480270,Cloudy,2019
480271,Clear,2019
480272,Clear,2019
480273,Clear,2019
480274,Clear,2019
480275,Cloudy,2019
480276,Rain,2019
480277,Rain,2019
480278,"Fog, Smog, Smoke",2019
480279,Clear,2019
480280,Rain,2019
480281,Clear,2019
480282,Cloudy,2019
480283,Rain,2019
480284,Clear,2019
480285,Cloudy,2019
480286,Clear,2019
480287,Clear,2019
480288,Rain,2019
480289,Clear,2019
480290,Clear,2019
480291,Cloudy,2019
480292,Clear,2019
480293,Cloudy,2019
480294,Clear,2019
480295,Cloudy,2019
480296,Rain,2019
480297,Clear,2019
480299,Clear,2019
480300,Clear,2019
480301,Clear,2019
480302,Clear,2019
480303,Clear,2019
480304,Clear,2019
480305,Cloudy,2019
480307,Rain,2019
480308,Clear,2019
480309,Clear,2019
480310,Clear,2019
480311,"Fog, Smog, Smoke",2019
480312,Rain,2019
480313,Clear,2019
480314,Cloudy,2019
480315,Clear,2019
480316,Cloudy,2019
480317,Clear,2019
480318,Clear,2019
480319,Cloudy,2019
480320,Cloudy,2019
480322,Rain,2019
480323,Clear,2019
480324,Cloudy,2019
480325,Clear,2019
480326,Clear,2019
480327,Cloudy,2019
480328,Clear,2019
480329,Clear,2019
480330,Cloudy,2019
480331,Cloudy,2019
480332,Clear,2019
480333,Clear,2019
480334,Cloudy,2019
480335,"Fog, Smog, Smoke",2019
480336,Cloudy,2019
480337,Clear,2019
480338,Rain,2019
480340,Clear,2019
480341,Cloudy,2019
480342,Cloudy,2019
480343,Clear,2019
480344,Clear,2019
480345,Clear,2019
480346,Clear,2019
480347,Clear,2019
480348,Rain,2019
480349,Clear,2019
480350,Clear,2019
480351,Cloudy,2019
480352,Clear,2019
480353,Rain,2019
480354,Cloudy,2019
480355,"Fog, Smog, Smoke",2019
480356,Clear,2019
480357,Clear,2019
480358,Clear,2019
480359,Clear,2019
480360,Cloudy,2019
480361,Cloudy,2019
480362,Clear,2019
480363,Clear,2019
480364,Rain,2019
480365,Cloudy,2019
480366,Clear,2019
480367,Clear,2019
480368,Clear,2019
480369,Clear,2019
480370,Cloudy,2019
480372,Rain,2019
480373,Clear,2019
480374,"Fog, Smog, Smoke",2019
480375,"Fog, Smog, Smoke",2019
480376,Rain,2019
480377,Cloudy,2019
480378,Cloudy,2019
480379,Clear,2019
480380,Clear,2019
480381,Clear,2019
480382,Rain,2019
480383,Clear,2019
480384,Clear,2019
480385,Clear,2019
480386,Clear,2019
480387,Clear,2019
480389,Clear,2019
480390,Rain,2019
480391,Clear,2019
480392,Clear,2019
480393,Cloudy,2019
480394,Clear,2019
480395,Clear,2019
480396,Cloudy,2019
480397,Cloudy,2019
480398,Rain,2019
480399,Cloudy,2019
480400,Rain,2019
480402,Cloudy,2019
480403,Clear,2019
480404,Clear,2019
480405,Rain,2019
480406,Cloudy,2019
480407,Clear,2019
480408,Cloudy,2019
480409,Clear,2019
480411,Cloudy,2019
480412,Clear,2019
480413,Cloudy,2019
480414,Cloudy,2019
480415,Clear,2019
480416,Cloudy,2019
480417,Clear,2019
480418,Cloudy,2019
480419,Clear,2019
480420,Clear,2019
480421,Clear,2019
480422,Clear,2019
480424,Rain,2019
480425,Clear,2019
480426,"Fog, Smog, Smoke",2019
480428,Cloudy,2019
480429,Cloudy,2019
480430,Clear,2019
480431,Clear,2019
480432,Cloudy,2019
480433,Cloudy,2019
480434,Rain,2019
480435,Rain,2019
480436,Clear,2019
480437,Clear,2019
480438,Rain,2019
480439,Clear,2019
480440,Clear,2019
480441,Clear,2019
480442,Rain,2019
480444,Rain,2019
480445,Clear,2019
480446,Cloudy,2019
480447,Clear,2019
480448,Clear,2019
480449,Rain,2019
480450,Cloudy,2019
480451,Clear,2019
480452,Clear,2019
480453,"Fog, Smog, Smoke",2019
480454,Clear,2019
480455,Cloudy,2019
480456,Clear,2019
480457,Cloudy,2019
480458,Clear,2019
480459,Clear,2019
480460,Rain,2019
480461,"Fog, Smog, Smoke",2019
480462,Rain,2019
480463,Severe Crosswinds,2019
480464,Clear,2019
480465,Clear,2019
480466,Clear,2019
480468,Clear,2019
480469,Rain,2019
480470,Clear,2019
480471,Rain,2019
480472,Clear,2019
480473,"Fog, Smog, Smoke",2019
480474,Clear,2019
480475,Clear,2019
480476,Clear,2019
480478,Cloudy,2019
480479,Clear,2019
480480,"Fog, Smog, Smoke",2019
480481,Clear,2019
480483,Cloudy,2019
480484,Rain,2019
480485,"Fog, Smog, Smoke",2019
480486,Clear,2019
480487,Cloudy,2019
480488,Rain,2019
480489,Clear,2019
480490,"Fog, Smog, Smoke",2019
480491,"Fog, Smog, Smoke",2019
480492,"Fog, Smog, Smoke",2019
480493,Clear,2019
480494,Clear,2019
480495,Cloudy,2019
480496,Clear,2019
480497,Cloudy,2019
480498,Cloudy,2019
480499,Clear,2019
480500,Clear,2019
480501,Clear,2019
480502,Cloudy,2019
480503,Clear,2019
480504,Rain,2019
480505,Rain,2019
480506,"Fog, Smog, Smoke",2019
480507,"Fog, Smog, Smoke",2019
480508,Clear,2019
480509,Cloudy,2019
480510,Clear,2019
480511,Clear,2019
480512,Cloudy,2019
480513,Rain,2019
480514,Clear,2019
480515,Cloudy,2019
480516,Clear,2019
480517,Cloudy,2019
480518,Clear,2019
480519,Rain,2019
480520,Cloudy,2019
480521,Cloudy,2019
480523,"Fog, Smog, Smoke",2019
480524,Clear,2019
480525,Clear,2019
480526,Clear,2019
480527,Clear,2019
480528,Clear,2019
480529,Clear,2019
480530,Clear,2019
480531,Cloudy,2019
480532,Clear,2019
480533,Clear,2019
480534,Clear,2019
480535,Cloudy,2019
480536,Clear,2019
480537,Cloudy,2019
480538,Clear,2019
480539,Cloudy,2019
480540,Clear,2019
480541,Clear,2019
480542,Cloudy,2019
480543,Clear,2019
480544,Rain,2019
480545,"Fog, Smog, Smoke",2019
480546,Clear,2019
480547,Clear,2019
480548,Cloudy,2019
480549,Clear,2019
480550,Clear,2019
480551,Clear,2019
480552,Rain,2019
480553,Rain,2019
480554,Clear,2019
480556,Rain,2019
480557,Clear,2019
480558,Clear,2019
480559,Rain,2019
480560,Clear,2019
480562,"Fog, Smog, Smoke",2019
480563,Clear,2019
480564,Cloudy,2019
480565,Clear,2019
480566,Clear,2019
480567,Cloudy,2019
480569,Clear,2019
480570,Clear,2019
480571,Clear,2019
480572,Rain,2019
480573,Cloudy,2019
480574,Cloudy,2019
480575,Clear,2019
480576,Clear,2019
480577,Clear,2019
480578,Clear,2019
480579,Not Reported,2019
480580,Clear,2019
480581,"Fog, Smog, Smoke",2019
480582,Cloudy,2019
480583,Clear,2019
480584,Clear,2019
480585,Clear,2019
480586,Cloudy,2019
480587,Cloudy,2019
480588,Clear,2019
480589,Clear,2019
480590,Clear,2019
480591,Clear,2019
480592,Clear,2019
480593,Clear,2019
480594,Clear,2019
480595,Clear,2019
480596,Clear,2019
480597,Clear,2019
480598,Cloudy,2019
480599,Clear,2019
480600,Clear,2019
480601,Clear,2019
480602,Cloudy,2019
480603,Cloudy,2019
480605,Cloudy,2019
480606,Clear,2019
480607,"Fog, Smog, Smoke",2019
480608,Clear,2019
480609,Clear,2019
480610,Clear,2019
480611,Rain,2019
480612,Clear,2019
480613,Clear,2019
480614,Clear,2019
480615,Clear,2019
480616,Clear,2019
480617,Clear,2019
480618,Clear,2019
480620,Cloudy,2019
480621,Clear,2019
480622,Clear,2019
480623,Clear,2019
480624,Rain,2019
480625,Cloudy,2019
480626,Clear,2019
480627,Clear,2019
480628,Clear,2019
480629,Clear,2019
480630,Cloudy,2019
480631,Clear,2019
480632,Clear,2019
480633,Clear,2019
480634,Clear,2019
480635,Clear,2019
480636,Clear,2019
480637,Clear,2019
480639,"Fog, Smog, Smoke",2019
480640,Cloudy,2019
480641,Clear,2019
480642,Clear,2019
480643,Clear,2019
480644,Clear,2019
480645,Clear,2019
480646,Clear,2019
480647,Clear,2019
480648,Clear,2019
480649,Clear,2019
480650,Clear,2019
480651,Clear,2019
480652,Clear,2019
480653,Rain,2019
480654,Cloudy,2019
480655,Clear,2019
480656,Cloudy,2019
480657,Clear,2019
480658,Clear,2019
480660,Clear,2019
480661,Clear,2019
480662,Clear,2019
480663,Cloudy,2019
480664,Clear,2019
480665,Clear,2019
480666,Clear,2019
480667,Cloudy,2019
480668,Clear,2019
480669,Cloudy,2019
480670,Cloudy,2019
480671,Clear,2019
480672,Clear,2019
480673,Clear,2019
480674,Cloudy,2019
480675,Clear,2019
480676,Clear,2019
480677,Clear,2019
480678,Clear,2019
480679,Clear,2019
480680,Clear,2019
480681,Clear,2019
480682,Cloudy,2019
480683,Clear,2019
480684,Cloudy,2019
480685,Cloudy,2019
480686,Clear,2019
480687,Cloudy,2019
480688,Clear,2019
480689,Cloudy,2019
480690,Clear,2019
480691,Cloudy,2019
480692,Clear,2019
480693,Clear,2019
480694,Clear,2019
480695,Cloudy,2019
480696,Clear,2019
480697,Cloudy,2019
480698,Cloudy,2019
480699,Rain,2019
480700,Clear,2019
480701,Cloudy,2019
480702,Clear,2019
480703,Clear,2019
480704,Cloudy,2019
480706,Cloudy,2019
480707,Cloudy,2019
480708,Clear,2019
480709,Clear,2019
480710,Cloudy,2019
480711,Clear,2019
480712,Clear,2019
480713,Clear,2019
480714,Clear,2019
480715,Clear,2019
480716,Clear,2019
480717,Clear,2019
480718,Clear,2019
480719,Cloudy,2019
480720,Clear,2019
480721,Clear,2019
480722,Clear,2019
480723,Clear,2019
480724,Rain,2019
480725,Clear,2019
480726,Cloudy,2019
480727,Clear,2019
480728,Clear,2019
480729,Clear,2019
480730,Clear,2019
480731,Clear,2019
480732,Clear,2019
480733,Clear,2019
480734,Clear,2019
480735,Cloudy,2019
480736,Clear,2019
480737,Clear,2019
480738,Clear,2019
480739,Clear,2019
480740,Clear,2019
480741,Other,2019
480742,Rain,2019
480743,Rain,2019
480744,Cloudy,2019
480745,Clear,2019
480746,Cloudy,2019
480747,Cloudy,2019
480748,Cloudy,2019
480749,Clear,2019
480750,Clear,2019
480751,Cloudy,2019
480752,Rain,2019
480753,Clear,2019
480754,Clear,2019
480755,Clear,2019
480756,Clear,2019
480757,Clear,2019
480758,Clear,2019
480759,Clear,2019
480760,Clear,2019
480761,Clear,2019
480762,Clear,2019
480763,Clear,2019
480764,Clear,2019
480765,Clear,2019
480766,Clear,2019
480767,Rain,2019
480768,Clear,2019
480769,Clear,2019
480770,Clear,2019
480771,Clear,2019
480772,Clear,2019
480773,Clear,2019
480774,"Fog, Smog, Smoke",2019
480775,Cloudy,2019
480776,Clear,2019
480777,Clear,2019
480778,"Fog, Smog, Smoke",2019
480779,Clear,2019
480780,Cloudy,2019
480781,Clear,2019
480782,Clear,2019
480783,Clear,2019
480784,Clear,2019
480785,Cloudy,2019
480786,Clear,2019
480787,Clear,2019
480788,Clear,2019
480789,Clear,2019
480790,Clear,2019
480791,Cloudy,2019
480792,Cloudy,2019
480793,Clear,2019
480794,Clear,2019
480795,Clear,2019
480796,Clear,2019
480797,Clear,2019
480798,Rain,2019
480799,Rain,2019
480800,Clear,2019
480801,Cloudy,2019
480802,Clear,2019
480803,Rain,2019
480804,Rain,2019
480805,Clear,2019
480806,Cloudy,2019
480807,Clear,2019
480808,Clear,2019
480809,Clear,2019
480810,Cloudy,2019
480811,Rain,2019
480812,Clear,2019
480813,Clear,2019
480814,Clear,2019
480815,Cloudy,2019
480816,Clear,2019
480817,Rain,2019
480818,Clear,2019
480819,Cloudy,2019
480820,Cloudy,2019
480821,Clear,2019
480822,Clear,2019
480823,Clear,2019
480824,Clear,2019
480825,Clear,2019
480826,Rain,2019
480827,Clear,2019
480828,Clear,2019
480829,Clear,2019
480830,Clear,2019
480831,Clear,2019
480832,Clear,2019
480833,Cloudy,2019
480834,Rain,2019
480835,Cloudy,2019
480836,Clear,2019
480837,Clear,2019
480838,Clear,2019
480839,Cloudy,2019
480840,Clear,2019
480841,Clear,2019
480842,Clear,2019
480843,Clear,2019
480844,Cloudy,2019
480845,Clear,2019
480846,Clear,2019
480847,Clear,2019
480848,Clear,2019
480849,Cloudy,2019
480850,Clear,2019
480851,Clear,2019
480852,Cloudy,2019
480853,Clear,2019
480854,"Fog, Smog, Smoke",2019
480855,Clear,2019
480856,Clear,2019
480857,Clear,2019
480858,Clear,2019
480859,Cloudy,2019
480860,Rain,2019
480861,Clear,2019
480862,Clear,2019
480863,Clear,2019
480864,Clear,2019
480865,Clear,2019
480866,Cloudy,2019
480867,Clear,2019
480868,Clear,2019
480869,Rain,2019
480870,Clear,2019
480871,Clear,2019
480873,Clear,2019
480874,Cloudy,2019
480875,Rain,2019
480876,Cloudy,2019
480878,Clear,2019
480879,Clear,2019
480880,Clear,2019
480881,Clear,2019
480882,Clear,2019
480883,Clear,2019
480884,Rain,2019
480885,Cloudy,2019
480886,Clear,2019
480887,Clear,2019
480888,Clear,2019
480889,Clear,2019
480890,Clear,2019
480891,Clear,2019
480892,Cloudy,2019
480893,Clear,2019
480894,Cloudy,2019
480895,Rain,2019
480896,Clear,2019
480897,Rain,2019
480898,Clear,2019
480899,Cloudy,2019
480900,Clear,2019
480901,Clear,2019
480902,Clear,2019
480903,Cloudy,2019
480904,Cloudy,2019
480905,Clear,2019
480906,Clear,2019
480907,Clear,2019
480908,Clear,2019
480909,Cloudy,2019
480910,Clear,2019
480911,Clear,2019
480912,Cloudy,2019
480913,Clear,2019
480914,Clear,2019
480915,Clear,2019
480916,Clear,2019
480917,Cloudy,2019
480918,Clear,2019
480919,Clear,2019
480920,Clear,2019
480921,Clear,2019
480922,Clear,2019
480923,Cloudy,2019
480924,Clear,2019
480925,Clear,2019
480926,Clear,2019
480927,Cloudy,2019
480928,Clear,2019
480929,Clear,2019
480930,Clear,2019
480931,Clear,2019
480933,Cloudy,2019
480934,Clear,2019
480935,Clear,2019
480936,Clear,2019
480937,Clear,2019
480939,Clear,2019
480940,Cloudy,2019
480941,Clear,2019
480942,Cloudy,2019
480943,Cloudy,2019
480944,Clear,2019
480946,Clear,2019
480947,Clear,2019
480948,Clear,2019
480949,Clear,2019
480950,Clear,2019
480951,Clear,2019
480952,Rain,2019
480953,Clear,2019
480954,Cloudy,2019
480955,Clear,2019
480956,Cloudy,2019
480957,Rain,2019
480958,Clear,2019
480959,Clear,2019
480960,Rain,2019
480961,Clear,2019
480962,Clear,2019
480963,Cloudy,2019
480964,Clear,2019
480965,Cloudy,2019
480966,Rain,2019
480968,Cloudy,2019
480969,Clear,2019
480970,Cloudy,2019
480971,Clear,2019
480972,Clear,2019
480973,Cloudy,2019
480974,Clear,2019
480975,Clear,2019
480976,Clear,2019
480977,Clear,2019
480978,Clear,2019
480979,Rain,2019
480980,Clear,2019
480981,Clear,2019
480982,Clear,2019
480983,Clear,2019
480984,Clear,2019
480985,Cloudy,2019
480986,Rain,2019
480987,Clear,2019
480988,Clear,2019
480989,Cloudy,2019
480990,Rain,2019
480991,Cloudy,2019
480992,Clear,2019
480993,Clear,2019
480995,Clear,2019
480996,Clear,2019
480997,Clear,2019
480998,Clear,2019
480999,Cloudy,2019
481000,Cloudy,2019
481001,Clear,2019
481002,Clear,2019
481003,Clear,2019
481004,Clear,2019
481005,Clear,2019
481006,Cloudy,2019
481007,Clear,2019
481008,Clear,2019
481009,Clear,2019
481010,Clear,2019
481011,Clear,2019
481012,Clear,2019
481013,Clear,2019
481014,Clear,2019
481015,Rain,2019
481016,Rain,2019
481017,Cloudy,2019
481018,Cloudy,2019
481019,Rain,2019
481020,Clear,2019
481021,Clear,2019
481022,Clear,2019
481023,Clear,2019
481024,Cloudy,2019
481025,Clear,2019
481026,Rain,2019
481027,Clear,2019
481028,Clear,2019
481029,Cloudy,2019
481030,Rain,2019
481031,Clear,2019
481032,Clear,2019
481033,Clear,2019
481034,Rain,2019
481035,Clear,2019
481036,"Fog, Smog, Smoke",2019
481037,Cloudy,2019
481038,Rain,2019
481039,Rain,2019
481040,Clear,2019
481041,Clear,2019
481042,Cloudy,2019
481043,Rain,2019
481044,Clear,2019
481045,Cloudy,2019
481046,Clear,2019
481047,Clear,2019
481048,Clear,2019
481049,Cloudy,2019
481050,Clear,2019
481051,Clear,2019
481052,Clear,2019
481053,Clear,2019
481054,Rain,2019
481055,Clear,2019
481056,Clear,2019
481057,Cloudy,2019
481058,Clear,2019
481059,Cloudy,2019
481060,Clear,2019
481061,Rain,2019
481062,Clear,2019
481063,Rain,2019
481064,Clear,2019
481065,Rain,2019
481066,Cloudy,2019
481067,Clear,2019
481068,Cloudy,2019
481069,Cloudy,2019
481070,Clear,2019
481071,Cloudy,2019
481072,Rain,2019
481073,Clear,2019
481075,Cloudy,2019
481076,Clear,2019
481077,Clear,2019
481078,Rain,2019
481079,Clear,2019
481080,Cloudy,2019
481081,Clear,2019
481082,Rain,2019
481083,Clear,2019
481084,Clear,2019
481085,Clear,2019
481086,Clear,2019
481087,Rain,2019
481088,Clear,2019
481089,Clear,2019
481090,Cloudy,2019
481091,Rain,2019
481092,Clear,2019
481093,Cloudy,2019
481094,Cloudy,2019
481095,Rain,2019
481096,Rain,2019
481097,Clear,2019
481098,Clear,2019
481099,Clear,2019
481100,Cloudy,2019
481101,Cloudy,2019
481102,Clear,2019
481103,Clear,2019
481104,Clear,2019
481105,Clear,2019
481106,Clear,2019
481107,Rain,2019
481108,Cloudy,2019
481109,Cloudy,2019
481110,Clear,2019
481111,Clear,2019
481112,Clear,2019
481113,Clear,2019
481114,Clear,2019
481115,Clear,2019
481116,Clear,2019
481117,Clear,2019
481118,Rain,2019
481119,Clear,2019
481120,Cloudy,2019
481121,Clear,2019
481122,Clear,2019
481123,Clear,2019
481124,Cloudy,2019
481125,Clear,2019
481126,Cloudy,2019
481127,"Fog, Smog, Smoke",2019
481128,Cloudy,2019
481129,Clear,2019
481130,Clear,2019
481131,Clear,2019
481132,Clear,2019
481133,Cloudy,2019
481134,Cloudy,2019
481135,Clear,2019
481136,Cloudy,2019
481137,Cloudy,2019
481138,Clear,2019
481139,Clear,2019
481140,Cloudy,2019
481141,Clear,2019
481142,Cloudy,2019
481143,Clear,2019
481144,Clear,2019
481145,Cloudy,2019
481146,Clear,2019
481147,Cloudy,2019
481148,Clear,2019
481149,Cloudy,2019
481150,Clear,2019
481151,Clear,2019
481152,Clear,2019
481153,Clear,2019
481154,Clear,2019
481155,Clear,2019
481156,Clear,2019
481157,Clear,2019
481158,Clear,2019
481159,Clear,2019
481160,Clear,2019
481161,Clear,2019
481162,Cloudy,2019
481163,Clear,2019
481164,Cloudy,2019
481165,Cloudy,2019
481166,Clear,2019
481167,Clear,2019
481168,Cloudy,2019
481169,Clear,2019
481170,Clear,2019
481171,Cloudy,2019
481172,Cloudy,2019
481173,Clear,2019
481174,Clear,2019
481175,"Blowing Sand, Soil, Dirt",2019
481176,Clear,2019
481177,Cloudy,2019
481178,Clear,2019
481179,Clear,2019
481180,Clear,2019
481181,Clear,2019
481182,Clear,2019
481183,Cloudy,2019
481184,Clear,2019
481186,Cloudy,2019
481187,Cloudy,2019
481188,Clear,2019
481189,Clear,2019
481190,Clear,2019
481191,Clear,2019
481192,Clear,2019
481193,Clear,2019
481194,Clear,2019
481196,Clear,2019
481197,Clear,2019
481198,Cloudy,2019
481199,Rain,2019
481200,Cloudy,2019
481201,Clear,2019
481202,Cloudy,2019
481203,Clear,2019
481204,Clear,2019
481205,Clear,2019
481206,Cloudy,2019
481207,Clear,2019
481208,Clear,2019
481209,Clear,2019
481210,Rain,2019
481211,Clear,2019
481212,Cloudy,2019
481213,Clear,2019
481214,Clear,2019
481215,Clear,2019
481216,Clear,2019
481217,Clear,2019
481218,Clear,2019
481219,Cloudy,2019
481220,Cloudy,2019
481221,Cloudy,2019
481222,Clear,2019
481223,Clear,2019
481224,Clear,2019
481225,Clear,2019
481226,Clear,2019
481228,Clear,2019
481229,Clear,2019
481230,Cloudy,2019
481231,Clear,2019
481232,Clear,2019
481233,Clear,2019
481234,Clear,2019
481235,Clear,2019
481236,Clear,2019
481237,Cloudy,2019
481238,Cloudy,2019
481239,Rain,2019
481240,Clear,2019
481241,Clear,2019
481242,Clear,2019
481243,Clear,2019
481244,Clear,2019
481245,Cloudy,2019
481246,Clear,2019
481247,Clear,2019
481248,Cloudy,2019
481249,Clear,2019
481250,Clear,2019
481251,Clear,2019
481252,Cloudy,2019
481253,Clear,2019
481254,Clear,2019
481255,Clear,2019
481256,Cloudy,2019
481257,Clear,2019
481258,Clear,2019
481259,Clear,2019
481260,Cloudy,2019
481261,Clear,2019
481262,Clear,2019
481263,Clear,2019
481264,Rain,2019
481265,Cloudy,2019
481266,Clear,2019
481267,Clear,2019
481268,Cloudy,2019
481269,Clear,2019
481270,Clear,2019
481271,Cloudy,2019
481273,Clear,2019
481274,Cloudy,2019
481275,Clear,2019
481276,Clear,2019
481277,Clear,2019
481278,Clear,2019
481279,Clear,2019
481280,Clear,2019
481281,Rain,2019
481282,Clear,2019
481283,Clear,2019
481285,Rain,2019
481286,Clear,2019
481287,Clear,2019
481288,Clear,2019
481289,Rain,2019
481290,Clear,2019
481291,Clear,2019
481292,Clear,2019
481293,Clear,2019
481294,Clear,2019
481295,Clear,2019
481296,Cloudy,2019
481297,Clear,2019
481298,Clear,2019
481299,Clear,2019
481300,Clear,2019
481301,Clear,2019
481302,Clear,2019
481303,Cloudy,2019
481304,Clear,2019
481305,Clear,2019
481307,Clear,2019
481308,Clear,2019
481309,Clear,2019
481310,Clear,2019
481311,Clear,2019
481312,Cloudy,2019
481313,Cloudy,2019
481314,Cloudy,2019
481315,Rain,2019
481316,Clear,2019
481317,Clear,2019
481319,Clear,2019
481320,Clear,2019
481321,Clear,2019
481322,Cloudy,2019
481323,Clear,2019
481324,Clear,2019
481325,Clear,2019
481326,Cloudy,2019
481327,Clear,2019
481328,Cloudy,2019
481329,Clear,2019
481330,Clear,2019
481331,Rain,2019
481332,Clear,2019
481333,Cloudy,2019
481334,Clear,2019
481335,Clear,2019
481336,Clear,2019
481337,Cloudy,2019
481338,Clear,2019
481339,Clear,2019
481340,Cloudy,2019
481341,Clear,2019
481342,Clear,2019
481343,Clear,2019
481344,Rain,2019
481345,Clear,2019
481346,Clear,2019
481347,Clear,2019
481348,Clear,2019
481349,Cloudy,2019
481350,Clear,2019
481351,Cloudy,2019
481352,Clear,2019
481353,Clear,2019
481354,Clear,2019
481355,Cloudy,2019
481356,Clear,2019
481357,Clear,2019
481358,Clear,2019
481359,Clear,2019
481360,Clear,2019
481361,Clear,2019
481362,Clear,2019
481363,Cloudy,2019
481364,Cloudy,2019
481365,Clear,2019
481366,Cloudy,2019
481367,Rain,2019
481368,Clear,2019
481369,Clear,2019
481370,Cloudy,2019
481371,Clear,2019
481372,Clear,2019
481373,Clear,2019
481374,Clear,2019
481375,Clear,2019
481376,Rain,2019
481377,Cloudy,2019
481378,Clear,2019
481379,Clear,2019
481380,Rain,2019
481381,Clear,2019
481382,Clear,2019
481383,Clear,2019
481384,Clear,2019
481386,Clear,2019
481387,Clear,2019
481388,Clear,2019
481389,Cloudy,2019
481390,Clear,2019
481391,Clear,2019
481393,Clear,2019
481394,Clear,2019
481395,Clear,2019
481396,Clear,2019
481397,Clear,2019
481398,Clear,2019
481399,Clear,2019
481400,Clear,2019
481401,Clear,2019
481402,Clear,2019
481403,Clear,2019
481404,Cloudy,2019
481405,Clear,2019
481406,Clear,2019
481407,Cloudy,2019
481408,Cloudy,2019
481409,Clear,2019
481410,Clear,2019
481411,Clear,2019
481412,Clear,2019
481413,"Fog, Smog, Smoke",2019
481414,Clear,2019
481415,Clear,2019
481416,Clear,2019
481417,Clear,2019
481418,Clear,2019
481419,Clear,2019
481420,Clear,2019
481421,Clear,2019
481422,Clear,2019
481423,Clear,2019
481424,Clear,2019
